"fileName","audioId","category","sceneId","track","text","roleKey","role","tone","emotion","pace","keywords","sceneStage","sceneEmotionCurve","sceneVoiceDirection","model","ttsInstruction"
"cave_i2.mp3","cave_i2","mainline","cave_entry","quote","山有小口，仿佛若有光。","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","入洞阶段","谨慎、悬念、压低声音","人声整体收，停顿增多，句尾留悬念","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:入洞阶段；曲线:谨慎、悬念、压低声音；演绎:人声整体收，停顿增多，句尾留悬念"
"cave_l4.mp3","cave_l4","mainline","cave_entry","quote","初极狭，才通人。复行数十步，豁然开朗。","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","入洞阶段","谨慎、悬念、压低声音","人声整体收，停顿增多，句尾留悬念","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:入洞阶段；曲线:谨慎、悬念、压低声音；演绎:人声整体收，停顿增多，句尾留悬念"
"view_l1.mp3","view_l1","mainline","first_view","scene","入内之后，眼前土地平旷，屋舍井然。","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","初见桃源阶段","惊异、放松、不敢相信","主角心声更轻，村民首句打破静谧但不过猛，族长后节奏放慢","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:初见桃源阶段；曲线:惊异、放松、不敢相信；演绎:主角心声更轻，村民首句打破静谧但不过猛，族长后节奏放慢"
"view_i1.mp3","view_i1","mainline","first_view","inner","村口先有人看见我，神色骤然一紧。","protagonist_inner","主角心声","年轻、清透、贴近耳边","好奇、惊异、犹疑、惆怅","中速偏慢","近、轻、真","初见桃源阶段","惊异、放松、不敢相信","主角心声更轻，村民首句打破静谧但不过猛，族长后节奏放慢","wen3-omni-30b-a3b-captioner","角色:主角心声；音色:年轻、清透、贴近耳边；情绪:好奇、惊异、犹疑、惆怅；语速:中速偏慢；关键词:近、轻、真；场景:初见桃源阶段；曲线:惊异、放松、不敢相信；演绎:主角心声更轻，村民首句打破静谧但不过猛，族长后节奏放慢"
"view_i2.mp3","view_i2","mainline","first_view","quote","阡陌交通，鸡犬相闻。","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","初见桃源阶段","惊异、放松、不敢相信","主角心声更轻，村民首句打破静谧但不过猛，族长后节奏放慢","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:初见桃源阶段；曲线:惊异、放松、不敢相信；演绎:主角心声更轻，村民首句打破静谧但不过猛，族长后节奏放慢"
"view_l4.mp3","view_l4","mainline","first_view","inner","这一处静得出奇，我一时竟不敢高声。","protagonist_inner","主角心声","年轻、清透、贴近耳边","好奇、惊异、犹疑、惆怅","中速偏慢","近、轻、真","初见桃源阶段","惊异、放松、不敢相信","主角心声更轻，村民首句打破静谧但不过猛，族长后节奏放慢","wen3-omni-30b-a3b-captioner","角色:主角心声；音色:年轻、清透、贴近耳边；情绪:好奇、惊异、犹疑、惆怅；语速:中速偏慢；关键词:近、轻、真；场景:初见桃源阶段；曲线:惊异、放松、不敢相信；演绎:主角心声更轻，村民首句打破静谧但不过猛，族长后节奏放慢"
"village_l1.mp3","village_l1","mainline","village_talk","scene","老人孩子安然自得，村人闻讯皆来。","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","初见桃源阶段","惊异、放松、不敢相信","延续桃源静稳，族长段落强调温厚与停顿","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:初见桃源阶段；曲线:惊异、放松、不敢相信；演绎:延续桃源静稳，族长段落强调温厚与停顿"
"village_i1.mp3","village_i1","mainline","village_talk","inner","席间，族长放下酒盏，凝神问我今是何世。","protagonist_inner","主角心声","年轻、清透、贴近耳边","好奇、惊异、犹疑、惆怅","中速偏慢","近、轻、真","初见桃源阶段","惊异、放松、不敢相信","延续桃源静稳，族长段落强调温厚与停顿","wen3-omni-30b-a3b-captioner","角色:主角心声；音色:年轻、清透、贴近耳边；情绪:好奇、惊异、犹疑、惆怅；语速:中速偏慢；关键词:近、轻、真；场景:初见桃源阶段；曲线:惊异、放松、不敢相信；演绎:延续桃源静稳，族长段落强调温厚与停顿"
"village_i2.mp3","village_i2","mainline","village_talk","quote","乃不知有汉，无论魏晋。","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","初见桃源阶段","惊异、放松、不敢相信","延续桃源静稳，族长段落强调温厚与停顿","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:初见桃源阶段；曲线:惊异、放松、不敢相信；演绎:延续桃源静稳，族长段落强调温厚与停顿"
"village_l4.mp3","village_l4","mainline","village_talk","inner","听完他们的话，我才知此地与外世隔绝已久。","protagonist_inner","主角心声","年轻、清透、贴近耳边","好奇、惊异、犹疑、惆怅","中速偏慢","近、轻、真","初见桃源阶段","惊异、放松、不敢相信","延续桃源静稳，族长段落强调温厚与停顿","wen3-omni-30b-a3b-captioner","角色:主角心声；音色:年轻、清透、贴近耳边；情绪:好奇、惊异、犹疑、惆怅；语速:中速偏慢；关键词:近、轻、真；场景:初见桃源阶段；曲线:惊异、放松、不敢相信；演绎:延续桃源静稳，族长段落强调温厚与停顿"
"ending_l1.mp3","ending_l1","mainline","lost_path","scene","离开桃源后，我沿路做下记号。","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","离源回望阶段","惆怅、反思、余韵","旁白与心声回收，句尾留白，拉长余味","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:离源回望阶段；曲线:惆怅、反思、余韵；演绎:旁白与心声回收，句尾留白，拉长余味"
"ending_i1.mp3","ending_i1","mainline","lost_path","scene","回到武陵，同业渔人立刻围上来追问。","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","离源回望阶段","惆怅、反思、余韵","旁白与心声回收，句尾留白，拉长余味","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:离源回望阶段；曲线:惆怅、反思、余韵；演绎:旁白与心声回收，句尾留白，拉长余味"
"ending_i2.mp3","ending_i2","mainline","lost_path","quote","寻向所志，遂迷，不复得路。","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","离源回望阶段","惆怅、反思、余韵","旁白与心声回收，句尾留白，拉长余味","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:离源回望阶段；曲线:惆怅、反思、余韵；演绎:旁白与心声回收，句尾留白，拉长余味"
"ending_l4.mp3","ending_l4","mainline","lost_path","inner","我这才懂得，有些地方能遇见，却未必能再抵达。","protagonist_inner","主角心声","年轻、清透、贴近耳边","好奇、惊异、犹疑、惆怅","中速偏慢","近、轻、真","离源回望阶段","惆怅、反思、余韵","旁白与心声回收，句尾留白，拉长余味","wen3-omni-30b-a3b-captioner","角色:主角心声；音色:年轻、清透、贴近耳边；情绪:好奇、惊异、犹疑、惆怅；语速:中速偏慢；关键词:近、轻、真；场景:离源回望阶段；曲线:惆怅、反思、余韵；演绎:旁白与心声回收，句尾留白，拉长余味"
"npc_aqiao_opening.mp3","npc_aqiao_opening","npc_fixed","npc","npc","见渔人，乃大惊。你不是此间人吧？这山路隐僻，你怎么会独自走到这里来？","aqiao","阿樵","朴实男声","惊讶、警觉、善意","中速偏快","山野气、戒备","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:阿樵；音色:朴实男声；情绪:惊讶、警觉、善意；语速:中速偏快；关键词:山野气、戒备；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_chief_opening.mp3","npc_chief_opening","npc_fixed","npc","npc","远客既来，便请还家。我命人设酒，杀鸡作食。吾辈先世避秦时乱至此，与外人久绝。敢问如今外界，今是何世？","chief","族长","中老年温厚男声","沉静、感慨、平和","慢","厚度、安定、隔世感","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:族长；音色:中老年温厚男声；情绪:沉静、感慨、平和；语速:慢；关键词:厚度、安定、隔世感；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round1_opener_1.mp3","npc_peer_round1_opener_1","npc_fixed","npc","npc","哎呀你可算回来了！","peer_fisher","同业渔人","中年、烟火气、外放","热情、追问、兴奋、半信半疑","中快","街巷感、追问、起伏","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:同业渔人；音色:中年、烟火气、外放；情绪:热情、追问、兴奋、半信半疑；语速:中快；关键词:街巷感、追问、起伏；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round1_opener_2.mp3","npc_peer_round1_opener_2","npc_fixed","npc","npc","我一看你这神色，就知道你遇着稀奇事了。","peer_fisher","同业渔人","中年、烟火气、外放","热情、追问、兴奋、半信半疑","中快","街巷感、追问、起伏","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:同业渔人；音色:中年、烟火气、外放；情绪:热情、追问、兴奋、半信半疑；语速:中快；关键词:街巷感、追问、起伏；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round2_prompt_A.mp3","npc_peer_round2_prompt_A","npc_fixed","npc","npc","迷路能迷成你这副样子？那你倒说说，你一路走进去，究竟看见了什么？","peer_fisher","同业渔人","中年、烟火气、外放","热情、追问、兴奋、半信半疑","中快","街巷感、追问、起伏","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:同业渔人；音色:中年、烟火气、外放；情绪:热情、追问、兴奋、半信半疑；语速:中快；关键词:街巷感、追问、起伏；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round2_prompt_B.mp3","npc_peer_round2_prompt_B","npc_fixed","npc","npc","世外桃源？你可别只顾着说大话。那地方到底奇在哪儿，竟让你一回来就变了个人似的？","peer_fisher","同业渔人","中年、烟火气、外放","热情、追问、兴奋、半信半疑","中快","街巷感、追问、起伏","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:同业渔人；音色:中年、烟火气、外放；情绪:热情、追问、兴奋、半信半疑；语速:中快；关键词:街巷感、追问、起伏；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round2_prompt_C.mp3","npc_peer_round2_prompt_C","npc_fixed","npc","npc","好，我不逼你。那我只问一句——那地方的人和咱们外头的人，比起来到底有什么不一样？","peer_fisher","同业渔人","中年、烟火气、外放","热情、追问、兴奋、半信半疑","中快","街巷感、追问、起伏","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:同业渔人；音色:中年、烟火气、外放；情绪:热情、追问、兴奋、半信半疑；语速:中快；关键词:街巷感、追问、起伏；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round3_question.mp3","npc_peer_round3_question","npc_fixed","npc","npc","临走的时候，他们同你说了什么？","peer_fisher","同业渔人","中年、烟火气、外放","热情、追问、兴奋、半信半疑","中快","街巷感、追问、起伏","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:同业渔人；音色:中年、烟火气、外放；情绪:热情、追问、兴奋、半信半疑；语速:中快；关键词:街巷感、追问、起伏；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round4_question.mp3","npc_peer_round4_question","npc_fixed","npc","npc","你口口声声说那地方蹊跷，可若当真是世间少有的奇境，就这么瞒着，岂不可惜？依你看，这事该不该让太守知道？","peer_fisher","同业渔人","中年、烟火气、外放","热情、追问、兴奋、半信半疑","中快","街巷感、追问、起伏","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:同业渔人；音色:中年、烟火气、外放；情绪:热情、追问、兴奋、半信半疑；语速:中快；关键词:街巷感、追问、起伏；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round5_ending_A.mp3","npc_peer_round5_ending_A","npc_fixed","npc","npc","NPC先是一怔，随即讪笑两声。“好，好，倒是你有分寸。”他口上不再追问，眼里却仍闪着几分不甘。而你想起洞中人临别时的叮嘱，终究没有再多说一个字。山中桃源，仍旧隐没在春水桃花之后，不为外人所知。","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round5_ending_B.mp3","npc_peer_round5_ending_B","npc_fixed","npc","npc","NPC嘴上应和，连连点头：“明白，明白，你不便细说。”可你一句“只说其奇”，已让他捕到风声。他先在市集添油加醋，又在酒肆里反复转述。几日之内，流言越传越盛，乡里巷间都在说“武陵渔人误入仙境”。你本想留余地，却终究让消息外溢，最后还是传到了郡下……“及郡下，诣太守，说如此。”","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round5_ending_C.mp3","npc_peer_round5_ending_C","npc_fixed","npc","npc","NPC拍掌而起：“这等异事，岂可埋没！”你索性将见闻尽数上陈，催他即刻去报官。不多时，郡中已被惊动。及郡下，诣太守，说如此。太守即遣人随其往，寻向所志，遂迷，不复得路。此后，理想之境再难安宁。","narrator","旁白","中性温润","平静、轻柔、带画面感","中慢","陪伴、展开、留白","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:旁白；音色:中性温润；情绪:平静、轻柔、带画面感；语速:中慢；关键词:陪伴、展开、留白；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round5_feedback_jia.mp3","npc_peer_round5_feedback_jia","npc_fixed","npc","npc","你言辞有度，也看透了人心轻重。","peer_fisher","同业渔人","中年、烟火气、外放","热情、追问、兴奋、半信半疑","中快","街巷感、追问、起伏","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:同业渔人；音色:中年、烟火气、外放；情绪:热情、追问、兴奋、半信半疑；语速:中快；关键词:街巷感、追问、起伏；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round5_feedback_yi.mp3","npc_peer_round5_feedback_yi","npc_fixed","npc","npc","你把握了大意，再谨慎些会更稳。","peer_fisher","同业渔人","中年、烟火气、外放","热情、追问、兴奋、半信半疑","中快","街巷感、追问、起伏","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:同业渔人；音色:中年、烟火气、外放；情绪:热情、追问、兴奋、半信半疑；语速:中快；关键词:街巷感、追问、起伏；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round5_feedback_bing.mp3","npc_peer_round5_feedback_bing","npc_fixed","npc","npc","方向不错，分寸还可再拿捏。","peer_fisher","同业渔人","中年、烟火气、外放","热情、追问、兴奋、半信半疑","中快","街巷感、追问、起伏","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:同业渔人；音色:中年、烟火气、外放；情绪:热情、追问、兴奋、半信半疑；语速:中快；关键词:街巷感、追问、起伏；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round5_feedback_wait.mp3","npc_peer_round5_feedback_wait","npc_fixed","npc","npc","这回说得急了些，下回更从容。","peer_fisher","同业渔人","中年、烟火气、外放","热情、追问、兴奋、半信半疑","中快","街巷感、追问、起伏","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:同业渔人；音色:中年、烟火气、外放；情绪:热情、追问、兴奋、半信半疑；语速:中快；关键词:街巷感、追问、起伏；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round1_option_A.mp3","npc_peer_round1_option_A","npc_option","npc","npc_option","哪有什么稀奇事，就是顺着溪涧走迷了路，半条鱼都没打着。","protagonist_dialogue","主角对白","与心声同源，但更实","谨慎、礼貌、真诚","中速","开口、回应、克制","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:主角对白；音色:与心声同源，但更实；情绪:谨慎、礼貌、真诚；语速:中速；关键词:开口、回应、克制；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round1_option_B.mp3","npc_peer_round1_option_B","npc_option","npc","npc_option","还真被你说中了!我找到了世外桃源了，宛如仙境。","protagonist_dialogue","主角对白","与心声同源，但更实","谨慎、礼貌、真诚","中速","开口、回应、克制","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:主角对白；音色:与心声同源，但更实；情绪:谨慎、礼貌、真诚；语速:中速；关键词:开口、回应、克制；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round1_option_C.mp3","npc_peer_round1_option_C","npc_option","npc","npc_option","确实见了些从没见过的光景……只是说来蹊跷，不提也罢。","protagonist_dialogue","主角对白","与心声同源，但更实","谨慎、礼貌、真诚","中速","开口、回应、克制","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:主角对白；音色:与心声同源，但更实；情绪:谨慎、礼貌、真诚；语速:中速；关键词:开口、回应、克制；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round4_option_A.mp3","npc_peer_round4_option_A","npc_option","npc","npc_option","不该。他们既托我守口，我不能失信。","protagonist_dialogue","主角对白","与心声同源，但更实","谨慎、礼貌、真诚","中速","开口、回应、克制","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:主角对白；音色:与心声同源，但更实；情绪:谨慎、礼貌、真诚；语速:中速；关键词:开口、回应、克制；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round4_option_B.mp3","npc_peer_round4_option_B","npc_option","npc","npc_option","只说其奇，不泄其踪。","protagonist_dialogue","主角对白","与心声同源，但更实","谨慎、礼貌、真诚","中速","开口、回应、克制","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:主角对白；音色:与心声同源，但更实；情绪:谨慎、礼貌、真诚；语速:中速；关键词:开口、回应、克制；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
"npc_peer_round4_option_C.mp3","npc_peer_round4_option_C","npc_option","npc","npc_option","该。如此异事，自当上报太守。","protagonist_dialogue","主角对白","与心声同源，但更实","谨慎、礼貌、真诚","中速","开口、回应、克制","剧情互动阶段","由人物关系推动","按角色人设强区分，确保一听可辨","wen3-omni-30b-a3b-captioner","角色:主角对白；音色:与心声同源，但更实；情绪:谨慎、礼貌、真诚；语速:中速；关键词:开口、回应、克制；场景:剧情互动阶段；曲线:由人物关系推动；演绎:按角色人设强区分，确保一听可辨"
